67.194.245.27 - - [04/Oct/2012:00:01:39 -0400] "GET /dashboard HTTP/1.1" 302 3789 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:13.0) Gecko/20100101 Firefox/13.0"
99.150.166.183 - cholma [04/Oct/2012:08:24:12 -0400] "GET /assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css HTTP/1.1" 304 245 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
99.150.166.183 - cholma [04/Oct/2012:08:24:12 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 304 245 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
99.150.166.183 - cholma [04/Oct/2012:08:24:12 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.33.95 - - [04/Oct/2012:08:27:18 -0400] "GET / HTTP/1.1" 302 3259 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - - [04/Oct/2012:08:27:23 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=OmpIqps1+QShqtMyeMwR2aglyxLw8vVoXcDhKHSHL9mKG-DJ8Z6GgKjaZXFamPJbdGsMPBqaMOx7h6DS6eCr5ZT8lQWReU-AGaOCH6SmR9fVYHGbrAKF9mGuZNhv&https://www.gradecraft.com/ HTTP/1.1" 301 868 "https://weblogin.umich.edu/?cosign-www.gradecraft.com&https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:23 -0400] "GET / HTTP/1.1" 302 1348 "https://weblogin.umich.edu/?cosign-www.gradecraft.com&https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:24 -0400] "GET /dashboard HTTP/1.1" 200 5972 "https://weblogin.umich.edu/?cosign-www.gradecraft.com&https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:24 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css HTTP/1.1" 200 47118 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 200 204185 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/always_learning.png HTTP/1.1" 200 3066 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/above_and_beyond.png HTTP/1.1" 200 6234 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/great_critic.png HTTP/1.1" 200 5451 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/awesome_aggregator.png HTTP/1.1" 200 5803 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/presentation_of_self.png HTTP/1.1" 200 5498 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/concentrator.png HTTP/1.1" 200 3594 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/courageous_failure.png HTTP/1.1" 200 8410 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/teachers_pet.png HTTP/1.1" 200 3194 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/early_bird_special.png HTTP/1.1" 200 4602 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/gaining_experience.png HTTP/1.1" 200 8458 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/examination_expert.png HTTP/1.1" 200 4042 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/gamer.png HTTP/1.1" 200 4378 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/learning_from_mistakes.png HTTP/1.1" 200 8362 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/personal.png HTTP/1.1" 200 4474 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/level_one.png HTTP/1.1" 200 4458 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/participatory_democrat.png HTTP/1.1" 200 5354 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/practice_makes_perfect.png HTTP/1.1" 200 6010 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/public_speaker.png HTTP/1.1" 200 5482 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/scribe.png HTTP/1.1" 200 3002 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/times_immemorial.png HTTP/1.1" 200 5722 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 200 5994 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /users/predictor.json?user_id=267 HTTP/1.1" 200 1610 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.33.95 - linrmart [04/Oct/2012:08:27:25 -0400] "GET /users/predictor.json?in_progress=true&user_id=267 HTTP/1.1" 200 1755 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.105.176 - - [04/Oct/2012:08:29:41 -0400] "GET / HTTP/1.1" 302 3259 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.1 Safari/536.26.14"
67.194.10.106 - - [04/Oct/2012:08:44:24 -0400] "GET / HTTP/1.1" 302 3984 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.10.106 - - [04/Oct/2012:08:44:24 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=ZGh7mjtDNkI9BB0hh289ERiJfVNuI4sxTcK6LZc6Z+zvwvdUX6rrXxdl9vhvYprvlvD4vI2ZSZ2MwHkEfcyp8PBZv9rLmsQOIzRIdr4ASvdmF1f7-XHcLBlNUuU3&https://www.gradecraft.com/ HTTP/1.1" 301 868 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.10.106 - abigailt [04/Oct/2012:08:44:24 -0400] "GET / HTTP/1.1" 200 5092 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.10.106 - abigailt [04/Oct/2012:08:44:25 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.10.106 - abigailt [04/Oct/2012:08:44:25 -0400] "GET /users/predictor.json?in_progress=true&user_id=137 HTTP/1.1" 304 869 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.10.106 - abigailt [04/Oct/2012:08:44:25 -0400] "GET /users/predictor.json?user_id=137 HTTP/1.1" 304 4097 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
71.227.120.191 - - [04/Oct/2012:08:47:59 -0400] "GET / HTTP/1.1" 302 3984 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - - [04/Oct/2012:08:47:59 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=ig05jqz5iGTRBPQtBV0SjIwMfanBV2a7KSt-FiWs82FNnw8BpEuJ8pducgsXXy4ryHFqGvK6NraDOan+I2nQ4Sv5pV3CdtEH64EezE0TpzMdT8b+NGfUZHnRzYgr&https://www.gradecraft.com/ HTTP/1.1" 301 868 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:47:59 -0400] "GET / HTTP/1.1" 302 1348 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:47:59 -0400] "GET /dashboard HTTP/1.1" 200 4532 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:00 -0400] "GET /assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css HTTP/1.1" 304 245 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:00 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 304 390 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:00 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1205 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:01 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:25 -0400] "GET /users/129 HTTP/1.1" 200 5781 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:26 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:26 -0400] "GET /badges/pos101/concentrator.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:26 -0400] "GET /badges/pos101/gaining_experience.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:26 -0400] "GET /badges/pos101/always_learning.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:26 -0400] "GET /badges/pos101/gamer.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:26 -0400] "GET /badges/pos101/above_and_beyond.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:26 -0400] "GET /badges/pos101/learning_from_mistakes.png HTTP/1.1" 200 8362 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:27 -0400] "GET /badges/pos101/public_speaker.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:27 -0400] "GET /badges/pos101/scribe.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:27 -0400] "GET /badges/pos101/great_critic.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:27 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:27 -0400] "GET /badges/pos101/presentation_of_self.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:27 -0400] "GET /badges/pos101/times_immemorial.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:27 -0400] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 304 229 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:27 -0400] "GET /badges/pos101/teachers_pet.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:27 -0400] "GET /users/predictor.json?in_progress=true&user_id=129 HTTP/1.1" 200 1626 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:48:27 -0400] "GET /users/predictor.json?user_id=129 HTTP/1.1" 200 1626 "https://www.gradecraft.com/users/129" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
208.75.22.157 - - [04/Oct/2012:08:48:49 -0400] "GET /dashboard HTTP/1.1" 302 3984 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
208.75.22.157 - - [04/Oct/2012:08:48:49 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=LhPzUJPsBKHRk4nC8YX4oZTQpvdpKVoXw7qJJMxmaJVNcPq4Jsrp2yhVa0xgqTM2zf4hHKWXkgbXP5oB0ko-Bc7-PhG+j5EvU5rRrQcd3IBcSoMgVGlDe713VnNF&https://www.gradecraft.com/dashboard HTTP/1.1" 301 900 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
208.75.22.157 - nickkuo [04/Oct/2012:08:48:49 -0400] "GET /dashboard HTTP/1.1" 302 1364 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
208.75.22.157 - nickkuo [04/Oct/2012:08:48:49 -0400] "GET /dashboard HTTP/1.1" 200 5092 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
208.75.22.157 - nickkuo [04/Oct/2012:08:48:50 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 4288 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
208.75.22.157 - nickkuo [04/Oct/2012:08:48:50 -0400] "GET /assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css HTTP/1.1" 200 46973 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
208.75.22.157 - nickkuo [04/Oct/2012:08:48:50 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 200 207268 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
208.75.22.157 - nickkuo [04/Oct/2012:08:48:51 -0400] "GET /badges/pos101/learning_from_mistakes.png HTTP/1.1" 200 8362 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
208.75.22.157 - nickkuo [04/Oct/2012:08:48:51 -0400] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 200 9222 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
208.75.22.157 - nickkuo [04/Oct/2012:08:48:51 -0400] "GET /users/predictor.json?user_id=266 HTTP/1.1" 200 1626 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
208.75.22.157 - nickkuo [04/Oct/2012:08:48:51 -0400] "GET /users/predictor.json?in_progress=true&user_id=266 HTTP/1.1" 200 1610 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
71.227.120.191 - nkoker [04/Oct/2012:08:49:48 -0400] "GET / HTTP/1.1" 200 4677 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:49:49 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:49:50 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:49:51 -0400] "GET /assignments HTTP/1.1" 200 5412 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:49:52 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/assignments" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:49:54 -0400] "GET /assignments/1 HTTP/1.1" 200 12249 "https://www.gradecraft.com/assignments" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:49:56 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/assignments/1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:49:57 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/assignments/1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:50:01 -0400] "GET /assignments/1?utf8=%E2%9C%93&assignment_id=1&team_id=11&commit=Filter HTTP/1.1" 200 4260 "https://www.gradecraft.com/assignments/1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
71.227.120.191 - nkoker [04/Oct/2012:08:50:02 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/assignments/1?utf8=%E2%9C%93&assignment_id=1&team_id=11&commit=Filter" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
